symbol,company_name,series,date of listing,paid up value,market lot,isin number,face value,ingestion_time
ROUTE,ROUTE MOBILE LIMITED,EQ,21-SEP-2020,10,1,INE450U01017,10,2026-02-18 17:27:57.692675
RPEL,Raghav Productivity Enhancers Limited,EQ,08-AUG-2024,10,1,INE912T01018,10,2026-02-18 17:27:57.692675
RPGLIFE,RPG Life Sciences Limited,EQ,10-JUN-2008,8,1,INE105J01010,8,2026-02-18 17:27:57.692675
RPOWER,Reliance Power Limited,EQ,11-FEB-2008,10,1,INE614G01033,10,2026-02-18 17:27:57.692675
RPPINFRA,R.P.P. Infra Projects Limited,EQ,06-DEC-2010,10,1,INE324L01013,10,2026-02-18 17:27:57.692675
RPPL,Rajshree Polypack Limited,EQ,26-NOV-2021,5,1,INE760W01023,5,2026-02-18 17:27:57.692675
RPSGVENT,RPSG VENTURES LIMITED,EQ,25-JAN-2019,10,1,INE425Y01011,10,2026-02-18 17:27:57.692675
RPTECH,Rashi Peripherals Limited,EQ,14-FEB-2024,5,1,INE0J1F01024,5,2026-02-18 17:27:57.692675
RRKABEL,R R Kabel Limited,EQ,20-SEP-2023,5,1,INE777K01022,5,2026-02-18 17:27:57.692675
RSSOFTWARE,R. S. Software (India) Limited,EQ,19-MAY-1999,5,1,INE165B01029,5,2026-02-18 17:27:57.692675
RSWM,RSWM Limited,EQ,15-FEB-1995,10,1,INE611A01016,10,2026-02-18 17:27:57.692675
RSYSTEMS,R Systems International Limited,EQ,26-APR-2006,1,1,INE411H01032,1,2026-02-18 17:27:57.692675
RTNINDIA,RattanIndia Enterprises Limited,EQ,30-JUL-2012,2,1,INE834M01019,2,2026-02-18 17:27:57.692675
RTNPOWER,RattanIndia Power Limited,EQ,30-OCT-2009,10,1,INE399K01017,10,2026-02-18 17:27:57.692675
RUBFILA,Rubfila International Limited,EQ,08-AUG-2024,5,1,INE642C01025,5,2026-02-18 17:27:57.692675
RUBICON,Rubicon Research Limited,EQ,16-OCT-2025,1,1,INE506V01022,1,2026-02-18 17:27:57.692675
RUBYMILLS,The Ruby Mills Limited,EQ,29-MAR-1995,5,1,INE301D01026,5,2026-02-18 17:27:57.692675
RUCHINFRA,Ruchi Infrastructure Limited,EQ,16-OCT-1996,1,1,INE413B01023,1,2026-02-18 17:27:57.692675
RUCHIRA,Ruchira Papers Limited,EQ,20-DEC-2006,10,1,INE803H01014,10,2026-02-18 17:27:57.692675
RUDRA,Rudra Global Infra Products Limited,EQ,19-DEC-2025,5,1,INE027T01023,5,2026-02-18 17:27:57.692675
RUPA,Rupa & Company Limited,EQ,07-DEC-2011,1,1,INE895B01021,1,2026-02-18 17:27:57.692675
RUSHIL,Rushil Decor Limited,EQ,07-JUL-2011,1,1,INE573K01025,1,2026-02-18 17:27:57.692675
RUSTOMJEE,Keystone Realtors Limited,EQ,24-NOV-2022,10,1,INE263M01029,10,2026-02-18 17:27:57.692675
RVHL,Ravinder Heights Limited,EQ,18-DEC-2020,1,1,INE09E501017,1,2026-02-18 17:27:57.692675
RVNL,Rail Vikas Nigam Limited,EQ,11-APR-2019,10,1,INE415G01027,10,2026-02-18 17:27:57.692675
RVTH,Revathi Equipment India Limited,EQ,11-SEP-2024,10,1,INE0DAB01012,10,2026-02-18 17:27:57.692675
S&SPOWER,S&S Power Switchgears Limited,EQ,27-SEP-1995,10,1,INE902B01017,10,2026-02-18 17:27:57.692675
SAATVIKGL,Saatvik Green Energy Limited,EQ,26-SEP-2025,2,1,INE13B501022,2,2026-02-18 17:27:57.692675
SADBHAV,Sadbhav Engineering Limited,EQ,01-MAR-2006,1,1,INE226H01026,1,2026-02-18 17:27:57.692675
SADBHIN,Sadbhav Infrastructure Project Limited,EQ,16-SEP-2015,10,1,INE764L01010,10,2026-02-18 17:27:57.692675
SADHNANIQ,Sadhana Nitrochem Limited,EQ,05-MAY-2023,1,1,INE888C01040,1,2026-02-18 17:27:57.692675
SAFARI,Safari Industries (India) Limited,EQ,12-SEP-2019,2,1,INE429E01023,2,2026-02-18 17:27:57.692675
SAGARDEEP,Sagardeep Alloys Limited,EQ,25-JAN-2019,10,1,INE976T01013,10,2026-02-18 17:27:57.692675
SAGCEM,Sagar Cements Limited,EQ,29-JAN-2007,2,1,INE229C01021,2,2026-02-18 17:27:57.692675
SAGILITY,SAGILITY LIMITED,EQ,12-NOV-2024,10,1,INE0W2G01015,10,2026-02-18 17:27:57.692675
SAHYADRI,Sahyadri Industries Limited,EQ,06-APR-2023,10,1,INE280H01015,10,2026-02-18 17:27:57.692675
SAIL,Steel Authority of India Limited,EQ,06-JUL-1995,10,1,INE114A01011,10,2026-02-18 17:27:57.692675
SAILIFE,Sai Life Sciences Limited,EQ,18-DEC-2024,1,1,INE570L01029,1,2026-02-18 17:27:57.692675
SAKAR,Sakar Healthcare Limited,EQ,11-APR-2019,10,1,INE732S01012,10,2026-02-18 17:27:57.692675
SAKHTISUG,Sakthi Sugars Limited,EQ,06-SEP-1995,10,1,INE623A01011,10,2026-02-18 17:27:57.692675
SAKSOFT,Saksoft Limited,EQ,09-MAY-2005,1,1,INE667G01023,1,2026-02-18 17:27:57.692675
SAKUMA,Sakuma Exports Limited,EQ,08-MAR-2006,1,1,INE190H01024,1,2026-02-18 17:27:57.692675
SALASAR,Salasar Techno Engineering Limited,EQ,25-JUL-2017,1,1,INE170V01027,1,2026-02-18 17:27:57.692675
SALONA,Salona Cotspin Limited,EQ,16-JUN-2016,10,1,INE498E01010,10,2026-02-18 17:27:57.692675
SALZERELEC,Salzer Electronics Limited,EQ,02-DEC-2015,10,1,INE457F01013,10,2026-02-18 17:27:57.692675
SAMBHV,Sambhv Steel Tubes Limited,EQ,02-JUL-2025,10,1,INE12NJ01018,10,2026-02-18 17:27:57.692675
SAMHI,Samhi Hotels Limited,EQ,22-SEP-2023,1,1,INE08U801020,1,2026-02-18 17:27:57.692675
SAMMAANCAP,Sammaan Capital Limited,EQ,23-JUL-2013,2,1,INE148I01020,2,2026-02-18 17:27:57.692675
SAMPANN,Sampann Utpadan India Limited,EQ,27-JUL-2012,10,1,INE735M01018,10,2026-02-18 17:27:57.692675
SANATHAN,Sanathan Textiles Limited,EQ,27-DEC-2024,10,1,INE0JPD01013,10,2026-02-18 17:27:57.692675
SANDESH,The Sandesh Limited,EQ,26-NOV-2002,10,1,INE583B01015,10,2026-02-18 17:27:57.692675
SANDHAR,Sandhar Technologies Limited,EQ,02-APR-2018,10,1,INE278H01035,10,2026-02-18 17:27:57.692675
SANDUMA,Sandur Manganese & Iron Ores Limited,EQ,07-SEP-2023,10,1,INE149K01016,10,2026-02-18 17:27:57.692675
SANGAMIND,Sangam (India) Limited,EQ,17-JUL-1996,10,1,INE495C01010,10,2026-02-18 17:27:57.692675
SANGHIIND,Sanghi Industries Limited,EQ,10-MAY-1995,10,1,INE999B01013,10,2026-02-18 17:27:57.692675
SANGHVIMOV,Sanghvi Movers Limited,EQ,24-JAN-2007,1,1,INE989A01032,1,2026-02-18 17:27:57.692675
SANGINITA,Sanginita Chemicals Limited,EQ,15-JUL-2019,10,1,INE753W01010,10,2026-02-18 17:27:57.692675
SANOFI,Sanofi India Limited,EQ,19-MAY-2003,10,1,INE058A01010,10,2026-02-18 17:27:57.692675
SANOFICONR,Sanofi Consumer Healthcare India Limited,EQ,13-SEP-2024,10,1,INE0UOS01011,10,2026-02-18 17:27:57.692675
SANSERA,Sansera Engineering Limited,EQ,24-SEP-2021,2,1,INE953O01021,2,2026-02-18 17:27:57.692675
SANSTAR,Sanstar Limited,EQ,26-JUL-2024,2,1,INE08NE01025,2,2026-02-18 17:27:57.692675
SAPPHIRE,Sapphire Foods India Limited,EQ,18-NOV-2021,2,1,INE806T01020,2,2026-02-18 17:27:57.692675
SARDAEN,Sarda Energy & Minerals Limited,EQ,03-DEC-2009,1,1,INE385C01021,1,2026-02-18 17:27:57.692675
SAREGAMA,Saregama India Limited,EQ,30-JUL-1997,1,1,INE979A01025,1,2026-02-18 17:27:57.692675
SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-JAN-2007,1,1,INE453D01025,1,2026-02-18 17:27:57.692675
SARVESHWAR,Sarveshwar Foods Limited,EQ,08-DEC-2022,1,1,INE324X01026,1,2026-02-18 17:27:57.692675
SASKEN,Sasken Technologies Limited,EQ,09-SEP-2005,10,1,INE231F01020,10,2026-02-18 17:27:57.692675
SASTASUNDR,Sastasundar Ventures Limited,EQ,05-OCT-2010,10,1,INE019J01013,10,2026-02-18 17:27:57.692675
SATIA,Satia Industries Limited,EQ,17-JUL-2019,1,1,INE170E01023,1,2026-02-18 17:27:57.692675
SATIN,Satin Creditcare Network Limited,EQ,26-AUG-2015,10,1,INE836B01017,10,2026-02-18 17:27:57.692675
SAURASHCEM,Saurashtra Cement Limited,EQ,27-FEB-2024,10,1,INE626A01014,10,2026-02-18 17:27:57.692675
SBC,SBC Exports Limited,EQ,23-NOV-2021,1,1,INE04AK01028,1,2026-02-18 17:27:57.692675
SBCL,Shivalik Bimetal Controls Limited,EQ,24-JUN-2021,2,1,INE386D01027,2,2026-02-18 17:27:57.692675
SBFC,SBFC Finance Limited,EQ,16-AUG-2023,10,1,INE423Y01016,10,2026-02-18 17:27:57.692675
SBGLP,Suratwwala Business Group Limited,EQ,10-FEB-2023,1,1,INE05ST01028,1,2026-02-18 17:27:57.692675
SBICARD,SBI Cards and Payment Services Limited,EQ,16-MAR-2020,10,1,INE018E01016,10,2026-02-18 17:27:57.692675
SBILIFE,SBI Life Insurance Company Limited,EQ,03-OCT-2017,10,1,INE123W01016,10,2026-02-18 17:27:57.692675
SBIN,State Bank of India,EQ,01-MAR-1995,1,1,INE062A01020,1,2026-02-18 17:27:57.692675
SCHAEFFLER,Schaeffler India Limited,EQ,29-NOV-2000,2,1,INE513A01022,2,2026-02-18 17:27:57.692675
SCHAND,S Chand And Company Limited,EQ,09-MAY-2017,5,1,INE807K01035,5,2026-02-18 17:27:57.692675
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-MAR-2012,2,1,INE839M01018,2,2026-02-18 17:27:57.692675
SCI,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10,1,INE109A01011,10,2026-02-18 17:27:57.692675
SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,19-MAR-2024,10,1,INE0PB301013,10,2026-02-18 17:27:57.692675
SCODATUBES,Scoda Tubes Limited,EQ,04-JUN-2025,10,1,INE090501011,10,2026-02-18 17:27:57.692675
SDBL,Som Distilleries & Breweries Limited,EQ,18-MAR-2014,2,1,INE480C01038,2,2026-02-18 17:27:57.692675
SEAMECLTD,Seamec Limited,EQ,28-JUN-1995,10,1,INE497B01018,10,2026-02-18 17:27:57.692675
SECMARK,SecMark Consultancy Limited,EQ,16-OCT-2023,10,1,INE0BTM01013,10,2026-02-18 17:27:57.692675
SEJALLTD,Sejal Glass Limited,EQ,13-DEC-2021,10,1,INE955I01044,10,2026-02-18 17:27:57.692675
SEMAC,Semac Construction Limited,EQ,11-AUG-2005,10,1,INE617A01013,10,2026-02-18 17:27:57.692675
SENCO,Senco Gold Limited,EQ,14-JUL-2023,5,1,INE602W01027,5,2026-02-18 17:27:57.692675
SENORES,Senores Pharmaceuticals Limited,EQ,30-DEC-2024,10,1,INE0RB801010,10,2026-02-18 17:27:57.692675
SEPC,SEPC Limited,EQ,20-FEB-2008,10,1,INE964H01014,10,2026-02-18 17:27:57.692675
SERVOTECH,Servotech Renewable Power System Limited,EQ,02-SEP-2021,1,1,INE782X01033,1,2026-02-18 17:27:57.692675
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-MAR-1995,2,1,INE630A01024,2,2026-02-18 17:27:57.692675
SETCO,Setco Automotive Limited,EQ,01-JUL-2016,2,1,INE878E01021,2,2026-02-18 17:27:57.692675
SETL,Standard Engineering Technology Limited,EQ,13-JAN-2025,10,1,INE0M4D01010,10,2026-02-18 17:27:57.692675
SFL,Sheela Foam Limited,EQ,09-DEC-2016,5,1,INE916U01025,5,2026-02-18 17:27:57.692675
SGFIN,SG Finserve Limited,EQ,05-AUG-2025,10,1,INE618R01015,10,2026-02-18 17:27:57.692675
SGIL,Synergy Green Industries Limited,EQ,28-JUL-2021,10,1,INE00QT01015,10,2026-02-18 17:27:57.692675
SGL,STL Global Limited,EQ,10-APR-2006,10,1,INE353H01010,10,2026-02-18 17:27:57.692675
SGMART,SG Mart Limited,EQ,12-SEP-2025,1,1,INE385F01024,1,2026-02-18 17:27:57.692675
SHADOWFAX,Shadowfax Technologies Limited,EQ,28-JAN-2026,10,1,INE12UN01015,10,2026-02-18 17:27:57.692675
SHAH,Shah Metacorp Limited,EQ,27-OCT-2010,1,1,INE482J01021,1,2026-02-18 17:27:57.692675
SHAHALLOYS,Shah Alloys Limited,EQ,16-JUN-2005,10,1,INE640C01011,10,2026-02-18 17:27:57.692675
SHAILY,Shaily Engineering Plastics Limited,EQ,04-APR-2022,2,1,INE151G01028,2,2026-02-18 17:27:57.692675
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-JAN-2015,10,1,INE908D01010,10,2026-02-18 17:27:57.692675
SHALBY,Shalby Limited,EQ,15-DEC-2017,10,1,INE597J01018,10,2026-02-18 17:27:57.692675
SHALPAINTS,Shalimar Paints Limited,EQ,03-MAR-2008,2,1,INE849C01026,2,2026-02-18 17:27:57.692675
SHANKARA,Shankara Building Products Limited,EQ,05-APR-2017,10,1,INE274V01019,10,2026-02-18 17:27:57.692675
SHANTI,Shanti Overseas (India) Limited,EQ,16-SEP-2021,10,1,INE933X01016,10,2026-02-18 17:27:57.692675
SHANTIGEAR,Shanthi Gears Limited,EQ,17-JAN-1996,1,1,INE631A01022,1,2026-02-18 17:27:57.692675
SHANTIGOLD,Shanti Gold International Limited,EQ,01-AUG-2025,10,1,INE06ZD01017,10,2026-02-18 17:27:57.692675
SHARDACROP,Sharda Cropchem Limited,EQ,23-SEP-2014,10,1,INE221J01015,10,2026-02-18 17:27:57.692675
SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-SEP-2015,2,1,INE597I01028,2,2026-02-18 17:27:57.692675
SHAREINDIA,Share India Securities Limited,EQ,21-SEP-2020,2,1,INE932X01026,2,2026-02-18 17:27:57.692675
SHEKHAWATI,Shekhawati Industries Limited,EQ,12-JAN-2011,10,1,INE268L01046,10,2026-02-18 17:27:57.692675
SHEMAROO,Shemaroo Entertainment Limited,EQ,01-OCT-2014,10,1,INE363M01019,10,2026-02-18 17:27:57.692675
SHILCTECH,Shilchar Technologies Limited,EQ,24-NOV-2025,10,1,INE024F01011,10,2026-02-18 17:27:57.692675
SHILPAMED,Shilpa Medicare Limited,EQ,03-DEC-2009,1,1,INE790G01031,1,2026-02-18 17:27:57.692675
SHIVALIK,Shivalik Rasayan Limited,EQ,09-DEC-2021,5,1,INE788J01021,5,2026-02-18 17:27:57.692675
SHIVAMAUTO,Shivam Autotech Limited,EQ,21-NOV-2006,2,1,INE637H01024,2,2026-02-18 17:27:57.692675
SHIVAMILLS,Shiva Mills Limited,EQ,26-FEB-2018,10,1,INE644Y01017,10,2026-02-18 17:27:57.692675
SHIVATEX,Shiva Texyarn Limited,EQ,26-DEC-2017,10,1,INE705C01020,10,2026-02-18 17:27:57.692675
SHIVAUM,Shiv Aum Steels Limited,EQ,14-NOV-2025,10,1,INE719F01016,10,2026-02-18 17:27:57.692675
SHK,S H Kelkar and Company Limited,EQ,16-NOV-2015,10,1,INE500L01026,10,2026-02-18 17:27:57.692675
SHOPERSTOP,Shoppers Stop Limited,EQ,23-MAY-2005,5,1,INE498B01024,5,2026-02-18 17:27:57.692675
SHRADHA,Shradha Infraprojects Limited,EQ,22-OCT-2020,2,1,INE715Y01031,2,2026-02-18 17:27:57.692675
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-JAN-2020,10,1,INE232A01011,10,2026-02-18 17:27:57.692675
SHREECEM,SHREE CEMENT LIMITED,EQ,26-APR-1995,10,1,INE070A01015,10,2026-02-18 17:27:57.692675
SHREEJISPG,Shreeji Shipping Global Limited,EQ,26-AUG-2025,10,1,INE1B6101010,10,2026-02-18 17:27:57.692675
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-SEP-2015,10,1,INE712K01011,10,2026-02-18 17:27:57.692675
SHREERAMA,Shree Rama Multi-Tech Limited,EQ,13-MAR-2000,5,1,INE879A01019,5,2026-02-18 17:27:57.692675
SHREYANIND,Shreyans Industries Limited,EQ,06-NOV-1996,10,1,INE231C01019,10,2026-02-18 17:27:57.692675
SHRINGARMS,Shringar House of Mangalsutra Limited,EQ,17-SEP-2025,10,1,INE1B3L01017,10,2026-02-18 17:27:57.692675
SHRIPISTON,Shriram Pistons & Rings Limited,EQ,02-JUN-2016,10,1,INE526E01018,10,2026-02-18 17:27:57.692675
SHRIRAMFIN,Shriram Finance Limited,EQ,11-DEC-1996,2,1,INE721A01047,2,2026-02-18 17:27:57.692675
SHRIRAMPPS,Shriram Properties Limited,EQ,20-DEC-2021,10,1,INE217L01019,10,2026-02-18 17:27:57.692675
SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-JUN-2021,10,1,INE810G01011,10,2026-02-18 17:27:57.692675
SHYAMTEL,Shyam Telecom Limited,EQ,06-NOV-2006,10,1,INE635A01023,10,2026-02-18 17:27:57.692675
SIEMENS,Siemens Limited,EQ,06-SEP-1995,2,1,INE003A01024,2,2026-02-18 17:27:57.692675
SIGACHI,Sigachi Industries Limited,EQ,15-NOV-2021,1,1,INE0D0K01022,1,2026-02-18 17:27:57.692675
SIGIND,Signet Industries Limited,EQ,29-AUG-2018,10,1,INE529F01035,10,2026-02-18 17:27:57.692675
SIGMA,Sigma Solve Limited,EQ,09-JUN-2023,1,1,INE0A0S01028,1,2026-02-18 17:27:57.692675
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,EQ,19-JUL-2007,10,1,INE933B01012,10,2026-02-18 17:27:57.692675
SIGNATURE,Signatureglobal (India) Limited,EQ,27-SEP-2023,1,1,INE903U01023,1,2026-02-18 17:27:57.692675
SIGNPOST,Signpost India Limited,EQ,14-FEB-2024,2,1,INE0KGZ01021,2,2026-02-18 17:27:57.692675
SIKKO,Sikko Industries Limited,EQ,22-OCT-2021,1,1,INE112X01025,1,2026-02-18 17:27:57.692675
SIL,Standard Industries Limited,EQ,27-JAN-2004,5,1,INE173A01025,5,2026-02-18 17:27:57.692675
SILGO,Silgo Retail Limited,EQ,03-MAR-2021,10,1,INE01II01013,10,2026-02-18 17:27:57.692675
SILINV,SIL Investments Limited,EQ,22-MAY-1996,10,1,INE923A01015,10,2026-02-18 17:27:57.692675
SILVERTUC,Silver Touch Technologies Limited,EQ,12-MAY-2022,10,1,INE625X01018,10,2026-02-18 17:27:57.692675
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-MAR-2004,2,1,INE059B01024,2,2026-02-18 17:27:57.692675
SINCLAIR,Sinclairs Hotels Limited,EQ,10-APR-2024,2,1,INE985A01022,2,2026-02-18 17:27:57.692675
SINDHUTRAD,Sindhu Trade Links Limited,EQ,20-JUN-2023,1,1,INE325D01025,1,2026-02-18 17:27:57.692675
SINTERCOM,Sintercom India Limited,EQ,07-OCT-2020,10,1,INE129Z01016,10,2026-02-18 17:27:57.692675
SIRCA,Sirca Paints India Limited,EQ,22-JUL-2019,10,1,INE792Z01011,10,2026-02-18 17:27:57.692675
SIS,SIS LIMITED,EQ,10-AUG-2017,5,1,INE285J01028,5,2026-02-18 17:27:57.692675
SIYSIL,Siyaram Silk Mills Limited,EQ,29-JAN-2007,2,1,INE076B01028,2,2026-02-18 17:27:57.692675
SJS,S.J.S. Enterprises Limited,EQ,15-NOV-2021,10,1,INE284S01014,10,2026-02-18 17:27:57.692675
SJVN,SJVN Limited,EQ,20-MAY-2010,10,1,INE002L01015,10,2026-02-18 17:27:57.692675
SKFINDIA,SKF India Limited,EQ,27-JAN-1999,10,1,INE640A01023,10,2026-02-18 17:27:57.692675
SKFINDUS,SKF India (Industrial) Limited,EQ,05-DEC-2025,10,1,INE2J8701016,10,2026-02-18 17:27:57.692675
SKIPPER,Skipper Limited,EQ,27-MAY-2015,1,1,INE439E01022,1,2026-02-18 17:27:57.692675
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-MAR-1997,5,1,INE411D01023,5,2026-02-18 17:27:57.692675
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,06-JAN-2023,10,1,INE01IU01018,10,2026-02-18 17:27:57.692675
SMARTLINK,Smartlink Holdings Limited,EQ,11-APR-2001,2,1,INE178C01020,2,2026-02-18 17:27:57.692675
SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,17-JUL-2025,10,1,INE0NAZ01010,10,2026-02-18 17:27:57.692675
SMCGLOBAL,SMC Global Securities Limited,EQ,24-FEB-2021,2,1,INE103C01036,2,2026-02-18 17:27:57.692675
SMLMAH,SML Mahindra Limited,EQ,29-AUG-2003,10,1,INE294B01019,10,2026-02-18 17:27:57.692675
SMLT,Sarthak Metals Limited,EQ,25-NOV-2021,10,1,INE017W01010,10,2026-02-18 17:27:57.692675
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,1,1,INE812G01025,1,2026-02-18 17:27:57.692675
SNOWMAN,Snowman Logistics Limited,EQ,12-SEP-2014,10,1,INE734N01019,10,2026-02-18 17:27:57.692675
SOBHA,Sobha Limited,EQ,20-DEC-2006,10,1,INE671H01015,10,2026-02-18 17:27:57.692675
SOFTTECH,Softtech Engineers Limited,EQ,25-FEB-2022,10,1,INE728Z01015,10,2026-02-18 17:27:57.692675
SOLARA,Solara Active Pharma Sciences Limited,EQ,27-JUN-2018,10,1,INE624Z01016,10,2026-02-18 17:27:57.692675
SOLARINDS,Solar Industries India Limited,EQ,03-APR-2006,2,1,INE343H01029,2,2026-02-18 17:27:57.692675
SOLARWORLD,Solarworld Energy Solutions Limited,EQ,30-SEP-2025,5,1,INE0TY101024,5,2026-02-18 17:27:57.692675
SOLEX,Solex Energy Limited,EQ,08-OCT-2025,10,1,INE880Y01017,10,2026-02-18 17:27:57.692675
SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995,2,1,INE355A01028,2,2026-02-18 17:27:57.692675
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-JUL-2016,10,1,INE323J01019,10,2026-02-18 17:27:57.692675
SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021,10,1,INE073K01018,10,2026-02-18 17:27:57.692675
SONAMLTD,SONAM LIMITED,EQ,07-APR-2022,5,1,INE00LM01029,5,2026-02-18 17:27:57.692675
SONATSOFTW,Sonata Software Limited,EQ,28-JUL-1999,1,1,INE269A01021,1,2026-02-18 17:27:57.692675
SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995,2,1,INE035D01020,2,2026-02-18 17:27:57.692675
SOUTHBANK,The South Indian Bank Limited,EQ,08-DEC-1998,1,1,INE683A01023,1,2026-02-18 17:27:57.692675
SPAL,S. P. Apparels Limited,EQ,12-AUG-2016,10,1,INE212I01016,10,2026-02-18 17:27:57.692675
SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-AUG-2019,10,1,INE572J01011,10,2026-02-18 17:27:57.692675
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007,1,1,INE232I01014,1,2026-02-18 17:27:57.692675
SPCENET,Spacenet Enterprises India Limited,EQ,10-JAN-2017,1,1,INE970N01027,1,2026-02-18 17:27:57.692675
SPECIALITY,Speciality Restaurants Limited,EQ,30-MAY-2012,10,1,INE247M01014,10,2026-02-18 17:27:57.692675
SPECTRUM,Spectrum Electrical Industries Limited,EQ,28-MAR-2025,10,1,INE01EO01010,10,2026-02-18 17:27:57.692675
SPENCERS,Spencer's Retail Limited,EQ,25-JAN-2019,5,1,INE020801028,5,2026-02-18 17:27:57.692675
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10,1,INE147A01011,10,2026-02-18 17:27:57.692675
SPLIL,SPL Industries Limited,EQ,26-JUL-2005,10,1,INE978G01016,10,2026-02-18 17:27:57.692675
SPLPETRO,Supreme Petrochem Limited,EQ,24-MAY-2022,2,1,INE663A01033,2,2026-02-18 17:27:57.692675
SPMLINFRA,SPML Infra Limited,EQ,14-FEB-1996,2,1,INE937A01023,2,2026-02-18 17:27:57.692675
SPORTKING,Sportking India Limited,EQ,24-AUG-2022,1,1,INE885H01029,1,2026-02-18 17:27:57.692675
SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,09-OCT-2024,10,1,INE01NE01012,10,2026-02-18 17:27:57.692675
SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10,1,INE099F01013,10,2026-02-18 17:27:57.692675
SRF,SRF Limited,EQ,18-AUG-2003,10,1,INE647A01010,10,2026-02-18 17:27:57.692675
SRGHFL,SRG Housing Finance Limited,EQ,21-AUG-2023,10,1,INE559N01010,10,2026-02-18 17:27:57.692675
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10,1,INE917H01012,10,2026-02-18 17:27:57.692675
SRM,SRM Contractors Limited,EQ,03-APR-2024,10,1,INE0R6Z01013,10,2026-02-18 17:27:57.692675
SSDL,Saraswati Saree Depot Limited,EQ,20-AUG-2024,10,1,INE0PQ101010,10,2026-02-18 17:27:57.692675
SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005,1,1,INE802C01033,1,2026-02-18 17:27:57.692675
STALLION,Stallion India Fluorochemicals Limited,EQ,23-JAN-2025,10,1,INE0RYC01010,10,2026-02-18 17:27:57.692675
STANLEY,Stanley Lifestyles Limited,EQ,28-JUN-2024,2,1,INE01A001028,2,2026-02-18 17:27:57.692675
STAR,Strides Pharma Science Limited,EQ,02-FEB-2000,10,1,INE939A01011,10,2026-02-18 17:27:57.692675
STARCEMENT,Star Cement Limited,EQ,16-JUN-2017,1,1,INE460H01021,1,2026-02-18 17:27:57.692675
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-DEC-2021,10,1,INE575P01011,10,2026-02-18 17:27:57.692675
STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995,10,1,INE733A01018,10,2026-02-18 17:27:57.692675
STARTECK,Starteck Finance Limited,EQ,04-MAY-2022,10,1,INE992I01013,10,2026-02-18 17:27:57.692675
STCINDIA,The State Trading Corporation of India Limited,EQ,01-APR-2003,10,1,INE655A01013,10,2026-02-18 17:27:57.692675
STEELCAS,Steelcast Limited,EQ,23-NOV-2021,1,1,INE124E01038,1,2026-02-18 17:27:57.692675
STEELCITY,Steel City Securities Limited,EQ,27-JUN-2019,10,1,INE395H01011,10,2026-02-18 17:27:57.692675
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,1,1,INE503B01021,1,2026-02-18 17:27:57.692675
STEL,Stel Holdings Limited,EQ,09-FEB-2011,10,1,INE577L01016,10,2026-02-18 17:27:57.692675
STERTOOLS,Sterling Tools Limited,EQ,02-FEB-2006,2,1,INE334A01023,2,2026-02-18 17:27:57.692675
STLNETWORK,STL Networks Limited,EQ,04-SEP-2025,2,1,INE1VXE01018,2,2026-02-18 17:27:57.692675
STLTECH,Sterlite Technologies Limited,EQ,08-DEC-2000,2,1,INE089C01029,2,2026-02-18 17:27:57.692675
STOVEKRAFT,Stove Kraft Limited,EQ,05-FEB-2021,10,1,INE00IN01015,10,2026-02-18 17:27:57.692675
STUDDS,Studds Accessories Limited,EQ,07-NOV-2025,5,1,INE00Q601028,5,2026-02-18 17:27:57.692675
STYL,Seshaasai Technologies Limited,EQ,30-SEP-2025,10,1,INE04VU01023,10,2026-02-18 17:27:57.692675
