symbol,company,isin,sector
MAGADSUGAR,Magadh Sugar & Energy Limited,INE347W01011,UNKNOWN
MAGNUM,Magnum Ventures Limited,INE387I01016,UNKNOWN
MAHABANK,Bank of Maharashtra,INE457A01014,UNKNOWN
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,INE843B01013,UNKNOWN
MAHASTEEL,Mahamaya Steel Industries Limited,INE451L01014,UNKNOWN
MAHEPC,Mahindra EPC Irrigation Limited,INE215D01010,UNKNOWN
MAHESHWARI,Maheshwari Logistics Limited,INE263W01010,UNKNOWN
MAHLIFE,Mahindra Lifespace Developers Limited,INE813A01018,UNKNOWN
MAHLOG,Mahindra Logistics Limited,INE766P01016,UNKNOWN
MAHSCOOTER,Maharashtra Scooters Limited,INE288A01013,UNKNOWN
MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,UNKNOWN
MAITHANALL,Maithan Alloys Limited,INE683C01011,UNKNOWN
MALLCOM,Mallcom (India) Limited,INE389C01015,UNKNOWN
MALUPAPER,Malu Paper Mills Limited,INE383H01017,UNKNOWN
MAMATA,Mamata Machinery Limited,INE0TO701015,UNKNOWN
MANAKALUCO,Manaksia Aluminium Company Limited,INE859Q01017,UNKNOWN
MANAKCOAT,Manaksia Coated Metals & Industries Limited,INE830Q01018,UNKNOWN
MANAKSIA,Manaksia Limited,INE015D01022,UNKNOWN
MANAKSTEEL,Manaksia Steels Limited,INE824Q01011,UNKNOWN
MANALIPETC,Manali Petrochemicals Limited,INE201A01024,UNKNOWN
MANAPPURAM,Manappuram Finance Limited,INE522D01027,UNKNOWN
MANBA,Manba Finance Limited,INE939X01013,UNKNOWN
MANCREDIT,Mangal Credit and Fincorp Limited,INE545L01039,UNKNOWN
MANGALAM,Mangalam Drugs And Organics Limited,INE584F01014,UNKNOWN
MANGLMCEM,Mangalam Cement Limited,INE347A01017,UNKNOWN
MANINDS,Man Industries (India) Limited,INE993A01026,UNKNOWN
MANINFRA,Man Infraconstruction Limited,INE949H01023,UNKNOWN
MANKIND,Mankind Pharma Limited,INE634S01028,UNKNOWN
MANOMAY,Manomay Tex India Limited,INE784W01015,UNKNOWN
MANORAMA,Manorama Industries Limited,INE00VM01036,UNKNOWN
MANORG,Mangalam Organics Limited,INE370D01013,UNKNOWN
MANUGRAPH,Manugraph India Limited,INE867A01022,UNKNOWN
MANYAVAR,Vedant Fashions Limited,INE825V01034,UNKNOWN
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,UNKNOWN
MARALOVER,Maral Overseas Limited,INE882A01013,UNKNOWN
MARATHON,Marathon Nextgen Realty Limited,INE182D01020,UNKNOWN
MARICO,Marico Limited,INE196A01026,UNKNOWN
MARINE,Marine Electricals (India) Limited,INE01JE01028,UNKNOWN
MARKOLINES,Markolines Pavement Technologies Limited,INE0FW001016,UNKNOWN
MARKSANS,Marksans Pharma Limited,INE750C01026,UNKNOWN
MARUTI,Maruti Suzuki India Limited,INE585B01010,UNKNOWN
MASFIN,MAS Financial Services Limited,INE348L01012,UNKNOWN
MASKINVEST,Mask Investments Limited,INE885F01015,UNKNOWN
MASTEK,Mastek Limited,INE759A01021,UNKNOWN
MASTERTR,Master Trust Limited,INE677D01037,UNKNOWN
MATRIMONY,Matrimony.Com Limited,INE866R01028,UNKNOWN
MAWANASUG,Mawana Sugars Limited,INE636A01039,UNKNOWN
MAXESTATES,Max Estates Limited,INE03EI01018,UNKNOWN
MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,UNKNOWN
MAXIND,Max India Limited,INE0CG601016,UNKNOWN
MAYURUNIQ,Mayur Uniquoters Ltd,INE040D01038,UNKNOWN
MAZDA,Mazda Limited,INE885E01042,UNKNOWN
MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01020,UNKNOWN
MBAPL,Madhya Bharat Agro Products Limited,INE900L01010,UNKNOWN
MBEL,M & B Engineering Limited,INE08N601015,UNKNOWN
MBLINFRA,MBL Infrastructure Limited,INE912H01013,UNKNOWN
MCL,Madhav Copper Limited,INE813V01022,UNKNOWN
MCLEODRUSS,Mcleod Russel India Limited,INE942G01012,UNKNOWN
MCLOUD,Magellanic Cloud Limited,INE613C01026,UNKNOWN
MCX,Multi Commodity Exchange of India Limited,INE745G01043,UNKNOWN
MEDANTA,Global Health Limited,INE474Q01031,UNKNOWN
MEDIASSIST,Medi Assist Healthcare Services Limited,INE456Z01021,UNKNOWN
MEDICAMEQ,Medicamen Biotech Limited,INE646B01010,UNKNOWN
MEDICO,Medico Remedies Limited,INE630Y01024,UNKNOWN
MEDPLUS,Medplus Health Services Limited,INE804L01022,UNKNOWN
MEESHO,Meesho Limited,INE0VDM01015,UNKNOWN
MEGASOFT,Megasoft Limited,INE933B01012,UNKNOWN
MEGASTAR,Megastar Foods Limited,INE00EM01016,UNKNOWN
MEIL,Mangal Electrical Industries Limited,INE0PKD01011,UNKNOWN
MENONBE,Menon Bearings Limited,INE071D01033,UNKNOWN
MEP,MEP Infrastructure Developers Limited,INE776I01010,UNKNOWN
METROBRAND,Metro Brands Limited,INE317I01021,UNKNOWN
METROPOLIS,Metropolis Healthcare Limited,INE112L01020,UNKNOWN
MFML,Mahalaxmi Fabric Mills Limited,INE0US801024,UNKNOWN
MFSL,Max Financial Services Limited,INE180A01020,UNKNOWN
MGEL,Mangalam Global Enterprise Limited,INE0APB01032,UNKNOWN
MGL,Mahanagar Gas Limited,INE002S01010,UNKNOWN
MHLXMIRU,Mahalaxmi Rubtech Limited,INE112D01035,UNKNOWN
MHRIL,Mahindra Holidays & Resorts India Limited,INE998I01010,UNKNOWN
MICEL,MIC Electronics Limited,INE287C01037,UNKNOWN
MIDHANI,Mishra Dhatu Nigam Limited,INE099Z01011,UNKNOWN
MIDWESTLTD,Midwest Limited,INE0XAD01024,UNKNOWN
MINDACORP,Minda Corporation Limited,INE842C01021,UNKNOWN
MINDTECK,Mindteck (India) Limited,INE110B01017,UNKNOWN
MIRCELECTR,MIRC Electronics Limited,INE831A01028,UNKNOWN
MIRZAINT,Mirza International Limited,INE771A01026,UNKNOWN
MITCON,MITCON Consultancy & Engineering Services Limited,INE828O01033,UNKNOWN
MITTAL,Mittal Life Style Limited,INE997Y01027,UNKNOWN
MKPL,M K Proteins Limited,INE964W01021,UNKNOWN
MMFL,MM Forgings Limited,INE227C01017,UNKNOWN
MMP,MMP Industries Limited,INE511Y01018,UNKNOWN
MMTC,MMTC Limited,INE123F01029,UNKNOWN
MOBIKWIK,One Mobikwik Systems Limited,INE0HLU01028,UNKNOWN
MODINATUR,Modi Naturals Limited,INE537F01012,UNKNOWN
MODIRUBBER,Modi Rubber Limited,INE832A01018,UNKNOWN
MODIS,Modis Navnirman Limited,INE0L0L01012,UNKNOWN
MODISONLTD,MODISON LIMITED,INE737D01021,UNKNOWN
MODTHREAD,Modern Threads (India) Limited,INE794W01014,UNKNOWN
MOHITIND,Mohit Industries Limited,INE954E01012,UNKNOWN
MOIL,MOIL Limited,INE490G01020,UNKNOWN
MOKSH,Moksh Ornaments Limited,INE514Y01020,UNKNOWN
MOL,Meghmani Organics Limited,INE0CT101020,UNKNOWN
MOLDTECH,Mold-Tek Technologies Limited,INE835B01035,UNKNOWN
MOLDTKPAC,Mold-Tek Packaging Limited,INE893J01029,UNKNOWN
MONARCH,Monarch Networth Capital Limited,INE903D01011,UNKNOWN
MONEYBOXX,Moneyboxx Finance Limited,INE296Q01012,UNKNOWN
MONTECARLO,Monte Carlo Fashions Limited,INE950M01013,UNKNOWN
MOREPENLAB,Morepen Laboratories Limited,INE083A01026,UNKNOWN
MOSCHIP,Moschip Technologies Limited,INE935B01025,UNKNOWN
MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,UNKNOWN
MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,UNKNOWN
MOTISONS,Motisons Jewellers Limited,INE0FRK01020,UNKNOWN
MOTOGENFIN,The Motor & General Finance Limited,INE861B01023,UNKNOWN
MPHASIS,MphasiS Limited,INE356A01018,UNKNOWN
MPSLTD,MPS Limited,INE943D01017,UNKNOWN
MRF,MRF Limited,INE883A01011,UNKNOWN
MRPL,Mangalore Refinery and Petrochemicals Limited,INE103A01014,UNKNOWN
MSPL,MSP Steel & Power Limited,INE752G01015,UNKNOWN
MSTCLTD,Mstc Limited,INE255X01014,UNKNOWN
MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,UNKNOWN
MTARTECH,Mtar Technologies Limited,INE864I01014,UNKNOWN
MTEDUCARE,MT Educare Limited,INE472M01018,UNKNOWN
MTNL,Mahanagar Telephone Nigam Limited,INE153A01019,UNKNOWN
MUFIN,Mufin Green Finance Limited,INE08KJ01020,UNKNOWN
MUFTI,Credo Brands Marketing Limited,INE220Q01020,UNKNOWN
MUKANDLTD,Mukand Limited,INE304A01026,UNKNOWN
MUKKA,Mukka Proteins Limited,INE0CG401037,UNKNOWN
MUKTAARTS,Mukta Arts Limited,INE374B01019,UNKNOWN
MUNJALAU,Munjal Auto Industries Limited,INE672B01032,UNKNOWN
MUNJALSHOW,Munjal Showa Limited,INE577A01027,UNKNOWN
MURUDCERA,Murudeshwar Ceramics Limited,INE692B01014,UNKNOWN
MUTHOOTCAP,Muthoot Capital Services Limited,INE296G01013,UNKNOWN
MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,UNKNOWN
MUTHOOTMF,Muthoot Microfin Limited,INE046W01019,UNKNOWN
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,INE0KNT01012,UNKNOWN
MWL,Mangalam Worldwide Limited,INE0JYY01011,UNKNOWN
NACLIND,NACL Industries Limited,INE295D01020,UNKNOWN
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,INE454M01024,UNKNOWN
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,INE245I01016,UNKNOWN
NAGREEKEXP,Nagreeka Exports Limited,INE123B01028,UNKNOWN
NAHARCAP,Nahar Capital and Financial Services Limited,INE049I01012,UNKNOWN
NAHARINDUS,Nahar Industrial Enterprises Limited,INE289A01011,UNKNOWN
NAHARPOLY,Nahar Poly Films Limited,INE308A01027,UNKNOWN
NAHARSPING,Nahar Spinning Mills Limited,INE290A01027,UNKNOWN
NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,UNKNOWN
NARMADA,Narmada Agrobase Limited,INE117Z01011,UNKNOWN
NATCAPSUQ,Natural Capsules Limited,INE936B01015,UNKNOWN
NATCOPHARM,Natco Pharma Limited,INE987B01026,UNKNOWN
NATHBIOGEN,Nath Bio-Genes (India) Limited,INE448G01010,UNKNOWN
NATIONALUM,National Aluminium Company Limited,INE139A01034,UNKNOWN
NAUKRI,Info Edge (India) Limited,INE663F01032,UNKNOWN
NAVA,NAVA LIMITED,INE725A01030,UNKNOWN
NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,UNKNOWN
NAVKARCORP,Navkar Corporation Limited,INE278M01019,UNKNOWN
NAVKARURB,Navkar Urbanstructure Limited,INE268H01044,UNKNOWN
NAVNETEDUL,Navneet Education Limited,INE060A01024,UNKNOWN
NAZARA,Nazara Technologies Limited,INE418L01047,UNKNOWN
NBCC,NBCC (India) Limited,INE095N01031,UNKNOWN
NBIFIN,N. B. I. Industrial Finance Company Limited,INE365I01020,UNKNOWN
NCC,NCC Limited,INE868B01028,UNKNOWN
NCLIND,NCL Industries Limited,INE732C01016,UNKNOWN
NDGL,Naga Dhunseri Group Limited,INE756C01015,UNKNOWN
NDL,Nandan Denim Limited,INE875G01048,UNKNOWN
NDLVENTURE,NDL Ventures Limited,INE353A01023,UNKNOWN
NDRAUTO,Ndr Auto Components Limited,INE07OG01012,UNKNOWN
NDTV,New Delhi Television Limited,INE155G01029,UNKNOWN
NECCLTD,North Eastern Carrying Corporation Limited,INE553C01016,UNKNOWN
NECLIFE,Nectar Lifesciences Limited,INE023H01027,UNKNOWN
NELCAST,Nelcast Limited,INE189I01024,UNKNOWN
NELCO,NELCO Limited,INE045B01015,UNKNOWN
NEOGEN,Neogen Chemicals Limited,INE136S01016,UNKNOWN
NEPHROPLUS,Nephrocare Health Services Limited,INE428V01029,UNKNOWN
NESCO,Nesco Limited,INE317F01035,UNKNOWN
NESTLEIND,Nestle India Limited,INE239A01024,UNKNOWN
NETWEB,Netweb Technologies India Limited,INE0NT901020,UNKNOWN
NETWORK18,Network18 Media & Investments Limited,INE870H01013,UNKNOWN
NEULANDLAB,Neuland Laboratories Limited,INE794A01010,UNKNOWN
NEWGEN,Newgen Software Technologies Limited,INE619B01017,UNKNOWN
NEXTMEDIA,Next Mediaworks Limited,INE747B01016,UNKNOWN
NFL,National Fertilizers Limited,INE870D01012,UNKNOWN
NGIL,Nakoda Group of Industries Limited,INE236Y01012,UNKNOWN
NGLFINE,NGL Fine-Chem Limited,INE887E01022,UNKNOWN
NH,Narayana Hrudayalaya Ltd.,INE410P01011,UNKNOWN
NHPC,NHPC Limited,INE848E01016,UNKNOWN
NIACL,The New India Assurance Company Limited,INE470Y01017,UNKNOWN
NIBE,NIBE Limited,INE149O01018,UNKNOWN
NIBL,NRB Industrial Bearings Limited,INE047O01014,UNKNOWN
NIITLTD,NIIT Limited,INE161A01038,UNKNOWN
NIITMTS,NIIT Learning Systems Limited,INE342G01023,UNKNOWN
NILAINFRA,Nila Infrastructures Limited,INE937C01029,UNKNOWN
NILASPACES,Nila Spaces Limited,INE00S901012,UNKNOWN
NILKAMAL,Nilkamal Limited,INE310A01015,UNKNOWN
NINSYS,NINtec Systems Limited,INE395U01014,UNKNOWN
NIPPOBATRY,Indo-National Limited,INE567A01028,UNKNOWN
NIRAJ,Niraj Cement Structurals Limited,INE368I01016,UNKNOWN
NIRAJISPAT,Niraj Ispat Industries Limited,INE326T01011,UNKNOWN
NITCO,Nitco Limited,INE858F01012,UNKNOWN
NITINSPIN,Nitin Spinners Limited,INE229H01012,UNKNOWN
NITIRAJ,Nitiraj Engineers Limited,INE439T01012,UNKNOWN
NIVABUPA,Niva Bupa Health Insurance Company Limited,INE995S01015,UNKNOWN
NKIND,NK Industries Limited,INE542C01019,UNKNOWN
NLCINDIA,NLC India Limited,INE589A01014,UNKNOWN
NMDC,NMDC Limited,INE584A01023,UNKNOWN
NOCIL,NOCIL Limited,INE163A01018,UNKNOWN
NOIDATOLL,Noida Toll Bridge Company Limited,INE781B01015,UNKNOWN
NORBTEAEXP,Norben Tea & Exports Limited,INE369C01017,UNKNOWN
NORTHARC,Northern Arc Capital Limited,INE850M01015,UNKNOWN
NOVAAGRI,Nova Agritech Limited,INE02H701025,UNKNOWN
NPST,Network People Services Technologies Limited,INE0FFK01017,UNKNOWN
NRAIL,N R Agarwal Industries Limited,INE740D01017,UNKNOWN
NRBBEARING,NRB Bearing Limited,INE349A01021,UNKNOWN
NRL,Nupur Recyclers Limited,INE0JM501013,UNKNOWN
NSIL,Nalwa Sons Investments Limited,INE023A01030,UNKNOWN
NSLNISP,NMDC Steel Limited,INE0NNS01018,UNKNOWN
NTPC,NTPC Limited,INE733E01010,UNKNOWN
NTPCGREEN,NTPC Green Energy Limited,INE0ONG01011,UNKNOWN
NUCLEUS,Nucleus Software Exports Limited,INE096B01018,UNKNOWN
NURECA,Nureca Limited,INE0DSF01015,UNKNOWN
NUVAMA,Nuvama Wealth Management Limited,INE531F01023,UNKNOWN
NUVOCO,Nuvoco Vistas Corporation Limited,INE118D01016,UNKNOWN
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,UNKNOWN
OAL,Oriental Aromatics Limited,INE959C01023,UNKNOWN
OBCL,Orissa Bengal Carrier Limited,INE426Z01016,UNKNOWN
OBEROIRLTY,Oberoi Realty Limited,INE093I01010,UNKNOWN
OCCLLTD,OCCL Limited,INE0PK601023,UNKNOWN
ODIGMA,Odigma Consultancy Solutions Limited,INE054301028,UNKNOWN
OFSS,Oracle Financial Services Software Limited,INE881D01027,UNKNOWN
OIL,Oil India Limited,INE274J01014,UNKNOWN
OILCOUNTUB,Oil Country Tubular Limited,INE591A01010,UNKNOWN
OLAELEC,Ola Electric Mobility Limited,INE0LXG01040,UNKNOWN
OLECTRA,Olectra Greentech Limited,INE260D01016,UNKNOWN
OMAXAUTO,Omax Autos Limited,INE090B01011,UNKNOWN
OMAXE,Omaxe Limited,INE800H01010,UNKNOWN
OMFREIGHT,Om Freight Forwarders Limited,INE1BZC01019,UNKNOWN
OMINFRAL,OM INFRA LIMITED,INE239D01028,UNKNOWN
OMKARCHEM,Omkar Speciality Chemicals Limited,INE474L01016,UNKNOWN
ONELIFECAP,Onelife Capital Advisors Limited,INE912L01015,UNKNOWN
ONEPOINT,One Point One Solutions Limited,INE840Y01029,UNKNOWN
ONESOURCE,Onesource Specialty Pharma Limited,INE013P01021,UNKNOWN
ONGC,Oil & Natural Gas Corporation Limited,INE213A01029,UNKNOWN
ONMOBILE,OnMobile Global Limited,INE809I01019,UNKNOWN
ONWARDTEC,Onward Technologies Limited,INE229A01017,UNKNOWN
OPTIEMUS,Optiemus Infracom Limited,INE350C01017,UNKNOWN
ORBTEXP,Orbit Exports Limited,INE231G01010,UNKNOWN
ORCHASP,Orchasp Limited,INE215B01022,UNKNOWN
ORCHPHARMA,Orchid Pharma Limited,INE191A01027,UNKNOWN
ORICONENT,Oricon Enterprises Limited,INE730A01022,UNKNOWN
ORIENTALTL,Oriental Trimex Limited,INE998H01012,UNKNOWN
ORIENTBELL,Orient Bell Limited,INE607D01018,UNKNOWN
ORIENTCEM,Orient Cement Limited,INE876N01018,UNKNOWN
ORIENTCER,ORIENT CERATECH LIMITED,INE569C01020,UNKNOWN
ORIENTELEC,Orient Electric Limited,INE142Z01019,UNKNOWN
ORIENTHOT,Oriental Hotels Limited,INE750A01020,UNKNOWN
ORIENTLTD,Orient Press Limited,INE609C01024,UNKNOWN
ORIENTPPR,Orient Paper & Industries Limited,INE592A01026,UNKNOWN
ORIENTTECH,Orient Technologies Limited,INE0PPK01015,UNKNOWN
ORISSAMINE,The Orissa Minerals Development Company Limited,INE725E01024,UNKNOWN
ORKLAINDIA,Orkla India Limited,INE16NZ01023,UNKNOWN
ORTINGLOBE,ORTIN GLOBAL LIMITED,INE749B01020,UNKNOWN
OSIAHYPER,Osia Hyper Retail Limited,INE06IR01021,UNKNOWN
OSWALAGRO,Oswal Agro Mills Limited,INE142A01012,UNKNOWN
OSWALGREEN,Oswal Greentech Limited,INE143A01010,UNKNOWN
OSWALPUMPS,Oswal Pumps Limited,INE0BYP01024,UNKNOWN
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,INE00IK01029,UNKNOWN
PACEDIGITK,Pace Digitek Limited,INE0S3G01027,UNKNOWN
PAGEIND,Page Industries Limited,INE761H01022,UNKNOWN
PAISALO,Paisalo Digital Limited,INE420C01059,UNKNOWN
PAKKA,PAKKA LIMITED,INE551D01018,UNKNOWN
PALASHSECU,Palash Securities Limited,INE471W01019,UNKNOWN
PALREDTEC,Palred Technologies Limited,INE218G01033,UNKNOWN
PANACEABIO,Panacea Biotec Limited,INE922B01023,UNKNOWN
PANACHE,Panache Digilife Limited,INE895W01019,UNKNOWN
PANAMAPET,Panama Petrochem Limited,INE305C01029,UNKNOWN
PANSARI,Pansari Developers Limited,INE697V01011,UNKNOWN
PAR,Par Drugs And Chemicals Limited,INE04LG01015,UNKNOWN
PARACABLES,Paramount Communications Limited,INE074B01023,UNKNOWN
PARADEEP,Paradeep Phosphates Limited,INE088F01024,UNKNOWN
PARAGMILK,Parag Milk Foods Limited,INE883N01014,UNKNOWN
PARAS,Paras Defence and Space Technologies Limited,INE045601023,UNKNOWN
PARASPETRO,Paras Petrofils Limited,INE162C01024,UNKNOWN
PARKHOSPS,Park Medi World Limited,INE119201023,UNKNOWN
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,INE988S01028,UNKNOWN
PARSVNATH,Parsvnath Developers Limited,INE561H01026,UNKNOWN
PASHUPATI,Pashupati Cotspin Limited,INE124Y01010,UNKNOWN
PASUPTAC,Pasupati Acrylon Limited,INE818B01023,UNKNOWN
PATANJALI,Patanjali Foods Limited,INE619A01035,UNKNOWN
PATELENG,Patel Engineering Limited,INE244B01030,UNKNOWN
PATELRMART,Patel Retail Limited,INE0R8B01010,UNKNOWN
PATINTLOG,Patel Integrated Logistics Limited,INE529D01014,UNKNOWN
PAUSHAKLTD,Paushak Limited,INE111F01024,UNKNOWN
PAVNAIND,Pavna Industries Limited,INE07S101038,UNKNOWN
PAYTM,One 97 Communications Limited,INE982J01020,UNKNOWN
PCBL,PCBL Chemical Limited,INE602A01031,UNKNOWN
PCJEWELLER,PC Jeweller Limited,INE785M01021,UNKNOWN
PDMJEPAPER,Pudumjee Paper Products Limited,INE865T01018,UNKNOWN
PDSL,PDS Limited,INE111Q01021,UNKNOWN
PEARLPOLY,Pearl Polymers Limited,INE844A01013,UNKNOWN
PENIND,Pennar Industries Limited,INE932A01024,UNKNOWN
PENINLAND,Peninsula Land Limited,INE138A01028,UNKNOWN
PERSISTENT,Persistent Systems Limited,INE262H01021,UNKNOWN
PETRONET,Petronet LNG Limited,INE347G01014,UNKNOWN
PFC,Power Finance Corporation Limited,INE134E01011,UNKNOWN
PFIZER,Pfizer Limited,INE182A01018,UNKNOWN
PFOCUS,Prime Focus Limited,INE367G01038,UNKNOWN
PFS,PTC India Financial Services Limited,INE560K01014,UNKNOWN
PGEL,PG Electroplast Limited,INE457L01029,UNKNOWN
PGHH,Procter & Gamble Hygiene and Health Care Limited,INE179A01014,UNKNOWN
PGHL,Procter & Gamble Health Limited,INE199A01012,UNKNOWN
PGIL,Pearl Global Industries Limited,INE940H01022,UNKNOWN
PHOENIXLTD,The Phoenix Mills Limited,INE211B01039,UNKNOWN
PICCADIL,Piccadily Agro Industries Limited,INE546C01010,UNKNOWN
PIDILITIND,Pidilite Industries Limited,INE318A01026,UNKNOWN
PIGL,Power & Instrumentation (Gujarat) Limited,INE557Z01018,UNKNOWN
PIIND,PI Industries Limited,INE603J01030,UNKNOWN
PILANIINVS,Pilani Investment and Industries Corporation Limited,INE417C01014,UNKNOWN
PILITA,PIL ITALICA LIFESTYLE LIMITED,INE600A01035,UNKNOWN
PINELABS,Pine Labs Limited,INE15B701018,UNKNOWN
PIONEEREMB,Pioneer Embroideries Limited,INE156C01018,UNKNOWN
PIRAMALFIN,Piramal Finance Limited,INE202B01038,UNKNOWN
PITTIENG,Pitti Engineering Limited,INE450D01021,UNKNOWN
PIXTRANS,Pix Transmissions Limited,INE751B01018,UNKNOWN
PKTEA,The Peria Karamalai Tea & Produce Company Limited,INE431F01018,UNKNOWN
PLASTIBLEN,Plastiblends India Limited,INE083C01022,UNKNOWN
PLATIND,Platinum Industries Limited,INE0PT501018,UNKNOWN
PLAZACABLE,Plaza Wires Limited,INE0INJ01017,UNKNOWN
PNB,Punjab National Bank,INE160A01022,UNKNOWN
PNBGILTS,PNB Gilts Limited,INE859A01011,UNKNOWN
PNBHOUSING,PNB Housing Finance Limited,INE572E01012,UNKNOWN
PNC,Pritish Nandy Communications Limited,INE392B01011,UNKNOWN
PNCINFRA,PNC Infratech Limited,INE195J01029,UNKNOWN
PNGJL,P N Gadgil Jewellers Limited,INE953R01016,UNKNOWN
POCL,Pondy Oxides & Chemicals Limited,INE063E01053,UNKNOWN
PODDARMENT,Poddar Pigments Limited,INE371C01013,UNKNOWN
POKARNA,Pokarna Limited,INE637C01025,UNKNOWN
POLICYBZR,PB Fintech Limited,INE417T01026,UNKNOWN
POLYCAB,Polycab India Limited,INE455K01017,UNKNOWN
POLYMED,Poly Medicure Limited,INE205C01021,UNKNOWN
POLYPLEX,Polyplex Corporation Limited,INE633B01018,UNKNOWN
PONNIERODE,Ponni Sugars (Erode) Limited,INE838E01017,UNKNOWN
POONAWALLA,Poonawalla Fincorp Limited,INE511C01022,UNKNOWN
POWERGRID,Power Grid Corporation of India Limited,INE752E01010,UNKNOWN
POWERINDIA,Hitachi Energy India Limited,INE07Y701011,UNKNOWN
POWERMECH,Power Mech Projects Limited,INE211R01019,UNKNOWN
PPAP,PPAP Automotive Limited,INE095I01015,UNKNOWN
PPL,Prakash Pipes Limited,INE050001010,UNKNOWN
PPLPHARMA,Piramal Pharma Limited,INE0DK501011,UNKNOWN
PRABHA,Prabha Energy Limited,INE0I0M01023,UNKNOWN
PRAENG,Prajay Engineers Syndicate Limited,INE505C01016,UNKNOWN
PRAJIND,Praj Industries Limited,INE074A01025,UNKNOWN
PRAKASH,Prakash Industries Limited,INE603A01013,UNKNOWN
PRAKASHSTL,Prakash Steelage Limited,INE696K01024,UNKNOWN
PRAXIS,Praxis Home Retail Limited,INE546Y01022,UNKNOWN
PRECAM,Precision Camshafts Limited,INE484I01029,UNKNOWN
PRECOT,Precot Limited,INE283A01014,UNKNOWN
PRECWIRE,Precision Wires India Limited,INE372C01037,UNKNOWN
PREMEXPLN,Premier Explosives Limited,INE863B01029,UNKNOWN
PREMIER,Premier Limited,INE342A01018,UNKNOWN
PREMIERENE,Premier Energies Limited,INE0BS701011,UNKNOWN
PREMIERPOL,Premier Polyfilm Limited,INE309M01020,UNKNOWN
PRESTIGE,Prestige Estates Projects Limited,INE811K01011,UNKNOWN
PRICOLLTD,Pricol Limited,INE726V01018,UNKNOWN
PRIMESECU,Prime Securities Limited,INE032B01021,UNKNOWN
PRIMO,Primo Chemicals Limited,INE607A01022,UNKNOWN
PRINCEPIPE,Prince Pipes And Fittings Limited,INE689W01016,UNKNOWN
PRITI,Priti International Limited,INE974Z01015,UNKNOWN
PRITIKAUTO,Pritika Auto Industries Limited,INE583R01029,UNKNOWN
PRIVISCL,Privi Speciality Chemicals Limited,INE959A01019,UNKNOWN
PROSTARM,Prostarm Info Systems Limited,INE0BX301013,UNKNOWN
PROTEAN,Protean eGov Technologies Limited,INE004A01022,UNKNOWN
PROZONER,Prozone Realty Limited,INE195N01013,UNKNOWN
PRSMJOHNSN,Prism Johnson Limited,INE010A01011,UNKNOWN
PRUDENT,Prudent Corporate Advisory Services Limited,INE00F201020,UNKNOWN
PRUDMOULI,Prudential Sugar Corporation Limited,INE024D01016,UNKNOWN
PSB,Punjab & Sind Bank,INE608A01012,UNKNOWN
PSPPROJECT,PSP Projects Limited,INE488V01015,UNKNOWN
PTC,PTC India Limited,INE877F01012,UNKNOWN
PTCIL,PTC Industries Limited,INE596F01018,UNKNOWN
PTL,PTL Enterprises Limited,INE034D01049,UNKNOWN
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,INE277B01014,UNKNOWN
PURVA,Puravankara Limited,INE323I01011,UNKNOWN
PVP,PVP Ventures Limited,INE362A01016,UNKNOWN
PVRINOX,PVR INOX Limited,INE191H01014,UNKNOWN
PVSL,Popular Vehicles and Services Limited,INE772T01024,UNKNOWN
PWL,Physicswallah Limited,INE0LP301011,UNKNOWN
PYRAMID,Pyramid Technoplast Limited,INE0MIS01010,UNKNOWN
QPOWER,Quality Power Electrical Equipments Limited,INE0SII01026,UNKNOWN
QUADFUTURE,Quadrant Future Tek Limited,INE0LRY01011,UNKNOWN
QUESS,Quess Corp Limited,INE615P01015,UNKNOWN
QUICKHEAL,Quick Heal Technologies Limited,INE306L01010,UNKNOWN
RACE,Race Eco Chain Limited,INE084Q01012,UNKNOWN
RACLGEAR,RACL Geartech Limited,INE704B01017,UNKNOWN
RADAAN,Radaan Mediaworks India Limited,INE874F01027,UNKNOWN
RADHIKAJWE,Radhika Jeweltech Limited,INE583V01021,UNKNOWN
RADIANTCMS,Radiant Cash Management Services Limited,INE855R01021,UNKNOWN
RADICO,Radico Khaitan Limited,INE944F01028,UNKNOWN
RADIOCITY,Music Broadcast Limited,INE919I01024,UNKNOWN
RAILTEL,Railtel Corporation Of India Limited,INE0DD101019,UNKNOWN
RAIN,Rain Industries Limited,INE855B01025,UNKNOWN
